날짜,사고,사망,부상,비트코인가격,,,사고,사망
2014-12-08,32,1,62,361,,,,
2014-12-09,44,2,66,351,,,,
2014-12-10,58,3,98,347,,,,
2014-12-11,44,1,65,347,,,,
2014-12-12,42,1,76,352,,,,
2014-12-13,68,0,121,347,,,,
2014-12-14,44,0,92,350,,,,
2014-12-15,33,0,69,345,,,,
2014-12-16,46,1,82,329,,,,
2014-12-17,41,1,80,319,,,,
2014-12-18,37,0,70,310,,,,
2014-12-19,52,2,94,318,,,,
2014-12-20,68,2,138,329,,,,
2014-12-21,36,1,64,320,,,,
2014-12-22,40,0,86,330,,,,
2014-12-23,36,0,62,334,,,,
2014-12-24,33,1,58,322,,,,
2014-12-25,36,2,67,318,,,,
2014-12-26,40,1,73,328,,,,
2014-12-27,52,1,106,315,,,,
2014-12-28,40,1,80,316,,,,
2014-12-29,40,0,75,313,,,,
2014-12-30,52,0,88,310,,,,
2014-12-31,54,4,97,317,,,,
2015-01-01,52,0,115,314,,,,
2015-01-02,32,0,66,314,,,,
2015-01-03,62,2,122,287,,,,
2015-01-04,60,3,113,261,,,,
2015-01-05,49,1,76,273,,,,
2015-01-06,44,2,76,285,,,,
2015-01-07,45,1,75,296,,,,
2015-01-08,38,1,76,284,,,,
2015-01-09,49,0,82,290,,,,
2015-01-10,68,4,123,275,,,,
2015-01-11,56,1,109,267,,,,
2015-01-12,37,1,61,268,,,,
2015-01-13,51,2,96,221,,,,
2015-01-14,52,4,92,172,,,,
2015-01-15,40,2,66,211,,,,
2015-01-16,62,1,110,206,,,,
2015-01-17,77,2,152,199,,,,
2015-01-18,54,1,103,209,,,,
2015-01-19,43,0,69,215,,,,
2015-01-20,50,2,90,211,,,,
2015-01-21,55,2,75,224,,,,
2015-01-22,53,0,89,232,,,,
2015-01-23,47,3,76,233,,,,
2015-01-24,65,0,136,248,,,,
2015-01-25,68,3,126,254,,,,
2015-01-26,35,3,53,271,,,,
2015-01-27,42,1,66,259,,,,
2015-01-28,28,0,38,0,,,,
2015-01-29,52,4,94,233,,,,
2015-01-30,70,1,120,229,,,,
2015-01-31,63,1,118,218,,,,
2015-02-01,47,2,95,226,,,,
2015-02-02,40,0,60,240,,,,
2015-02-03,46,2,67,226,,,,
2015-02-04,46,1,77,225,,,,
2015-02-05,49,1,87,217,,,,
2015-02-06,64,3,118,222,,,,
2015-02-07,61,3,94,227,,,,
2015-02-08,58,1,103,223,,,,
2015-02-09,39,2,59,220,,,,
2015-02-10,54,3,97,221,,,,
2015-02-11,38,0,67,219,,,,
2015-02-12,38,3,55,222,,,,
2015-02-13,49,0,72,236,,,,
2015-02-14,68,0,140,259,,,,
2015-02-15,74,2,133,233,,,,
2015-02-16,66,0,118,236,,,,
2015-02-17,57,1,114,242,,,,
2015-02-18,38,2,81,235,,,,
2015-02-19,48,3,116,240,,,,
2015-02-20,39,2,87,244,,,,
2015-02-21,68,1,125,244,,,,
2015-02-22,40,0,74,236,,,,
2015-02-23,39,1,64,238,,,,
2015-02-24,42,1,67,239,,,,
2015-02-25,42,1,80,237,,,,
2015-02-26,48,0,86,236,,,,
2015-02-27,59,2,105,254,,,,
2015-02-28,63,2,124,254,,,,
2015-03-01,62,2,113,258,,,,
2015-03-02,30,1,46,270,,,,
2015-03-03,62,0,101,281,,,,
2015-03-04,49,0,87,273,,,,
2015-03-05,51,2,86,275,,,,
2015-03-06,52,2,86,272,,,,
2015-03-07,58,0,122,276,,,,
2015-03-08,52,0,100,275,,,,
2015-03-09,53,3,101,289,,,,
2015-03-10,39,1,67,290,,,,
2015-03-11,42,1,64,296,,,,
2015-03-12,59,2,108,294,,,,
2015-03-13,49,3,83,288,,,,
2015-03-14,66,1,125,281,,,,
2015-03-15,61,1,127,285,,,,
2015-03-16,36,0,58,290,,,,
2015-03-17,35,1,48,284,,,,
2015-03-18,63,0,119,256,,,,
2015-03-19,55,1,102,260,,,,
2015-03-20,48,5,73,261,,,,
2015-03-21,64,1,108,259,,,,
2015-03-22,58,2,110,268,,,,
2015-03-23,23,2,36,266,,,,
2015-03-24,39,0,57,245,,,,
2015-03-25,51,0,87,246,,,,
2015-03-26,52,3,94,248,,,,
2015-03-27,47,1,90,247,,,,
2015-03-28,55,3,98,252,,,,
2015-03-29,49,1,89,242,,,,
2015-03-30,36,5,54,247,,,,
2015-03-31,60,3,93,243,,,,
2015-04-01,65,1,106,247,,,,
2015-04-02,62,2,99,252,,,,
2015-04-03,78,1,139,254,,,,
2015-04-04,66,0,129,253,,,,
2015-04-05,77,3,150,260,,,,
2015-04-06,49,0,85,255,,,,
2015-04-07,40,0,75,253,,,,
2015-04-08,45,1,64,244,,,,
2015-04-09,47,2,76,243,,,,
2015-04-10,55,2,83,235,,,,
2015-04-11,67,3,120,236,,,,
2015-04-12,59,1,119,236,,,,
2015-04-13,56,1,89,224,,,,
2015-04-14,57,2,108,218,,,,
2015-04-15,56,1,87,223,,,,
2015-04-16,54,0,92,228,,,,
2015-04-17,55,2,87,222,,,,
2015-04-18,62,2,110,223,,,,
2015-04-19,91,3,202,223,,,,
2015-04-20,55,0,107,224,,,,
2015-04-21,45,0,81,235,,,,
2015-04-22,48,1,82,234,,,,
2015-04-23,45,0,70,235,,,,
2015-04-24,40,0,61,231,,,,
2015-04-25,76,3,152,226,,,,
2015-04-26,62,3,122,219,,,,
2015-04-27,43,2,59,229,,,,
2015-04-28,44,1,61,226,,,,
2015-04-29,60,4,88,226,,,,
2015-04-30,57,2,98,236,,,,
2015-05-01,52,0,92,233,,,,
2015-05-02,70,3,135,235,,,,
2015-05-03,73,6,155,240,,,,
2015-05-04,32,0,48,239,,,,
2015-05-05,38,0,71,236,,,,
2015-05-06,35,0,72,230,,,,
2015-05-07,50,0,88,237,,,,
2015-05-08,36,0,63,244,,,,
2015-05-09,47,0,101,242,,,,
2015-05-10,67,3,125,240,,,,
2015-05-11,66,0,112,242,,,,
2015-05-12,59,1,95,242,,,,
2015-05-13,50,3,84,235,,,,
2015-05-14,38,2,65,237,,,,
2015-05-15,64,1,109,237,,,,
2015-05-16,75,6,143,236,,,,
2015-05-17,61,5,107,236,,,,
2015-05-18,43,2,86,232,,,,
2015-05-19,49,4,83,232,,,,
2015-05-20,51,3,78,234,,,,
2015-05-21,40,0,74,235,,,,
2015-05-22,61,0,103,241,,,,
2015-05-23,50,0,101,239,,,,
2015-05-24,49,0,97,241,,,,
2015-05-25,47,0,79,237,,,,
2015-05-26,39,3,71,237,,,,
2015-05-27,43,3,69,237,,,,
2015-05-28,32,0,58,237,,,,
2015-05-29,43,0,63,237,,,,
2015-05-30,78,1,153,233,,,,
2015-05-31,55,0,97,230,,,,
2015-06-01,44,2,81,223,,,,
2015-06-02,38,0,81,226,,,,
2015-06-03,44,2,58,225,,,,
2015-06-04,42,1,81,224,,,,
2015-06-05,54,2,90,225,,,,
2015-06-06,74,3,143,225,,,,
2015-06-07,59,4,102,224,,,,
2015-06-08,35,1,61,229,,,,
2015-06-09,41,2,60,230,,,,
2015-06-10,40,2,84,229,,,,
2015-06-11,63,2,104,230,,,,
2015-06-12,51,2,92,231,,,,
2015-06-13,83,1,160,233,,,,
2015-06-14,63,3,113,234,,,,
2015-06-15,28,0,48,237,,,,
2015-06-16,44,1,73,250,,,,
2015-06-17,52,3,79,248,,,,
2015-06-18,61,2,88,249,,,,
2015-06-19,54,2,91,243,,,,
2015-06-20,90,3,161,245,,,,
2015-06-21,68,0,143,244,,,,
2015-06-22,38,0,58,247,,,,
2015-06-23,43,4,78,244,,,,
2015-06-24,48,1,81,241,,,,
2015-06-25,83,1,140,242,,,,
2015-06-26,97,1,152,242,,,,
2015-06-27,82,1,135,251,,,,
2015-06-28,49,4,84,248,,,,
2015-06-29,36,2,56,256,,,,
2015-06-30,80,3,139,262,,,,
2015-07-01,41,1,59,258,,,,
2015-07-02,48,2,87,255,,,,
2015-07-03,38,1,77,255,,,,
2015-07-04,71,1,139,260,,,,
2015-07-05,46,0,90,271,,,,
2015-07-06,33,0,48,269,,,,
2015-07-07,72,0,128,265,,,,
2015-07-08,63,5,107,270,,,,
2015-07-09,47,0,75,269,,,,
2015-07-10,52,2,88,285,,,,
2015-07-11,67,1,150,292,,,,
2015-07-12,93,2,199,310,,,,
2015-07-13,42,0,67,291,,,,
2015-07-14,41,1,62,287,,,,
2015-07-15,44,3,71,284,,,,
2015-07-16,45,1,76,277,,,,
2015-07-17,48,1,90,278,,,,
2015-07-18,61,1,110,274,,,,
2015-07-19,57,2,108,273,,,,
2015-07-20,32,0,56,277,,,,
2015-07-21,44,0,73,275,,,,
2015-07-22,46,1,85,276,,,,
2015-07-23,79,1,151,276,,,,
2015-07-24,67,2,118,288,,,,
2015-07-25,87,4,158,288,,,,
2015-07-26,47,0,90,292,,,,
2015-07-27,45,3,81,293,,,,
2015-07-28,38,0,80,294,,,,
2015-07-29,37,0,51,289,,,,
2015-07-30,37,1,69,287,,,,
2015-07-31,54,1,89,284,,,,
2015-08-01,45,1,78,281,,,,
2015-08-02,44,1,123,282,,,,
2015-08-03,48,1,90,282,,,,
2015-08-04,50,3,80,284,,,,
2015-08-05,43,2,67,281,,,,
2015-08-06,46,0,75,278,,,,
2015-08-07,38,3,64,279,,,,
2015-08-08,62,1,136,260,,,,
2015-08-09,47,0,95,264,,,,
2015-08-10,34,1,66,264,,,,
2015-08-11,48,0,78,270,,,,
2015-08-12,46,3,71,268,,,,
2015-08-13,51,0,84,264,,,,
2015-08-14,45,2,76,265,,,,
2015-08-15,57,3,110,260,,,,
2015-08-16,55,2,113,258,,,,
2015-08-17,39,2,62,257,,,,
2015-08-18,39,1,64,253,,,,
2015-08-19,48,0,80,226,,,,
2015-08-20,33,0,53,235,,,,
2015-08-21,46,2,75,232,,,,
2015-08-22,69,4,149,229,,,,
2015-08-23,62,3,104,227,,,,
2015-08-24,41,0,69,210,,,,
2015-08-25,54,0,103,221,,,,
2015-08-26,39,0,61,225,,,,
2015-08-27,41,1,82,223,,,,
2015-08-28,49,1,77,232,,,,
2015-08-29,55,0,88,228,,,,
2015-08-30,66,4,138,228,,,,
2015-08-31,32,1,49,230,,,,
2015-09-01,38,1,72,227,,,,
2015-09-02,45,1,81,229,,,,
2015-09-03,45,0,79,227,,,,
2015-09-04,54,2,83,230,,,,
2015-09-05,64,0,101,235,,,,
2015-09-06,64,1,120,239,,,,
2015-09-07,33,1,62,241,,,,
2015-09-08,43,1,76,244,,,,
2015-09-09,43,2,77,238,,,,
2015-09-10,54,1,102,239,,,,
2015-09-11,70,0,124,240,,,,
2015-09-12,66,2,115,235,,,,
2015-09-13,43,0,78,231,,,,
2015-09-14,36,2,46,230,,,,
2015-09-15,49,2,77,230,,,,
2015-09-16,49,0,75,228,,,,
2015-09-17,53,0,88,233,,,,
2015-09-18,65,2,124,232,,,,
2015-09-19,74,2,142,231,,,,
2015-09-20,71,1,147,231,,,,
2015-09-21,37,1,58,226,,,,
2015-09-22,43,1,78,230,,,,
2015-09-23,50,0,76,230,,,,
2015-09-24,63,1,107,234,,,,
2015-09-25,69,1,119,235,,,,
2015-09-26,48,0,89,235,,,,
2015-09-27,38,2,88,233,,,,
2015-09-28,63,1,125,239,,,,
2015-09-29,60,1,110,237,,,,
2015-09-30,47,0,78,236,,,,
2015-10-01,42,0,69,238,,,,
2015-10-02,52,0,107,237,,,,
2015-10-03,65,3,111,239,,,,
2015-10-04,53,2,95,239,,,,
2015-10-05,35,1,57,240,,,,
2015-10-06,41,2,58,246,,,,
2015-10-07,41,0,84,243,,,,
2015-10-08,56,2,83,243,,,,
2015-10-09,66,2,114,244,,,,
2015-10-10,78,0,157,245,,,,
2015-10-11,59,0,116,248,,,,
2015-10-12,34,1,51,246,,,,
2015-10-13,38,0,65,249,,,,
2015-10-14,37,4,59,253,,,,
2015-10-15,44,1,70,255,,,,
2015-10-16,49,1,84,262,,,,
2015-10-17,54,2,97,270,,,,
2015-10-18,70,1,119,262,,,,
2015-10-19,41,2,69,264,,,,
2015-10-20,27,1,44,270,,,,
2015-10-21,32,2,49,267,,,,
2015-10-22,65,2,107,274,,,,
2015-10-23,49,1,96,277,,,,
2015-10-24,77,3,151,283,,,,
2015-10-25,65,0,130,285,,,,
2015-10-26,35,1,57,286,,,,
2015-10-27,66,1,118,295,,,,
2015-10-28,62,2,103,304,,,,
2015-10-29,50,1,86,314,,,,
2015-10-30,62,0,101,326,,,,
2015-10-31,83,0,154,312,,,,
2015-11-01,59,2,110,325,,,,
2015-11-02,40,1,89,351,,,,
2015-11-03,39,0,65,398,,,,
2015-11-04,53,2,85,404,,,,
2015-11-05,43,0,68,387,,,,
2015-11-06,63,2,95,373,,,,
2015-11-07,135,1,241,387,,,,
2015-11-08,114,1,204,372,,,,
2015-11-09,62,2,101,381,,,,
2015-11-10,56,0,98,337,,,,
2015-11-11,53,0,82,306,,,,
2015-11-12,53,0,87,338,,,,
2015-11-13,95,0,152,337,,,,
2015-11-14,87,0,169,332,,,,
2015-11-15,57,2,107,320,,,,
2015-11-16,53,3,91,331,,,,
2015-11-17,43,3,82,335,,,,
2015-11-18,76,2,127,335,,,,
2015-11-19,54,0,109,326,,,,
2015-11-20,51,1,101,321,,,,
2015-11-21,90,2,174,325,,,,
2015-11-22,76,3,127,323,,,,
2015-11-23,43,1,62,323,,,,
2015-11-24,65,0,105,320,,,,
2015-11-25,81,3,138,328,,,,
2015-11-26,49,0,76,356,,,,
2015-11-27,61,2,106,359,,,,
2015-11-28,69,2,144,356,,,,
2015-11-29,55,1,101,371,,,,
2015-11-30,51,1,81,378,,,,
2015-12-01,49,2,95,363,,,,
2015-12-02,62,3,102,359,,,,
2015-12-03,52,1,83,361,,,,
2015-12-04,49,0,75,363,,,,
2015-12-05,58,2,109,391,,,,
2015-12-06,61,1,114,394,,,,
2015-12-07,39,1,60,394,,,,
2015-12-08,36,1,73,413,,,,
2015-12-09,52,1,91,417,,,,
2015-12-10,81,0,144,417,,,,
2015-12-11,56,1,106,452,,,,
2015-12-12,72,0,145,435,,,,
2015-12-13,50,2,99,436,,,,
2015-12-14,45,1,74,443,,,,
2015-12-15,49,0,72,465,,,,
2015-12-16,61,0,107,454,,,,
2015-12-17,70,2,126,456,,,,
2015-12-18,63,2,133,464,,,,
2015-12-19,75,1,134,462,,,,
2015-12-20,61,0,127,441,,,,
2015-12-21,42,4,70,438,,,,
2015-12-22,56,1,86,436,,,,
2015-12-23,72,1,120,443,,,,
2015-12-24,55,3,109,455,,,,
2015-12-25,55,0,121,456,,,,
2015-12-26,51,1,120,417,,,,
2015-12-27,76,0,146,424,,,,
2015-12-28,51,1,77,421,,,,
2015-12-29,53,0,97,432,,,,
2015-12-30,72,1,121,427,,,,
2015-12-31,82,0,147,431,,,,
2016-01-01,49,1,86,434,,,,
2016-01-02,46,1,100,434,,,,
2016-01-03,50,3,80,430,,,,
2016-01-04,28,0,54,434,,,,
2016-01-05,47,1,93,432,,,,
2016-01-06,37,1,74,431,,,,
2016-01-07,40,1,72,456,,,,
2016-01-08,58,3,104,455,,,,
2016-01-09,61,2,112,449,,,,
2016-01-10,48,2,90,447,,,,
2016-01-11,23,0,34,448,,,,
2016-01-12,47,1,82,446,,,,
2016-01-13,38,2,84,432,,,,
2016-01-14,43,0,73,429,,,,
2016-01-15,48,0,91,366,,,,
2016-01-16,63,1,112,385,,,,
2016-01-17,72,0,123,386,,,,
2016-01-18,50,0,88,385,,,,
2016-01-19,44,1,81,379,,,,
2016-01-20,53,2,111,419,,,,
2016-01-21,45,0,69,408,,,,
2016-01-22,49,3,86,377,,,,
2016-01-23,58,3,114,390,,,,
2016-01-24,55,0,108,403,,,,
2016-01-25,25,1,44,392,,,,
2016-01-26,43,0,72,392,,,,
2016-01-27,65,2,89,394,,,,
2016-01-28,62,0,100,380,,,,
2016-01-29,61,3,105,379,,,,
2016-01-30,70,1,143,377,,,,
2016-01-31,71,4,129,364,,,,
2016-02-01,39,1,64,371,,,,
2016-02-02,55,1,96,373,,,,
2016-02-03,68,0,135,368,,,,
2016-02-04,59,2,81,388,,,,
2016-02-05,50,0,87,386,,,,
2016-02-06,79,2,147,375,,,,
2016-02-07,58,0,118,376,,,,
2016-02-08,41,1,117,371,,,,
2016-02-09,42,1,81,374,,,,
2016-02-10,46,1,97,380,,,,
2016-02-11,42,0,80,377,,,,
2016-02-12,64,0,99,383,,,,
2016-02-13,60,1,113,390,,,,
2016-02-14,45,0,101,404,,,,
2016-02-15,41,0,77,399,,,,
2016-02-16,45,1,68,407,,,,
2016-02-17,47,2,78,417,,,,
2016-02-18,56,1,94,421,,,,
2016-02-19,47,0,78,419,,,,
2016-02-20,59,1,111,441,,,,
2016-02-21,53,0,91,439,,,,
2016-02-22,36,1,50,438,,,,
2016-02-23,41,1,65,420,,,,
2016-02-24,43,0,83,423,,,,
2016-02-25,38,1,67,423,,,,
2016-02-26,64,1,108,427,,,,
2016-02-27,61,1,109,432,,,,
2016-02-28,68,1,114,433,,,,
2016-02-29,51,0,95,437,,,,
2016-03-01,62,0,107,431,,,,
2016-03-02,35,0,56,424,,,,
2016-03-03,37,1,54,420,,,,
2016-03-04,52,0,95,409,,,,
2016-03-05,80,1,162,397,,,,
2016-03-06,60,3,98,405,,,,
2016-03-07,35,1,53,414,,,,
2016-03-08,43,1,65,412,,,,
2016-03-09,45,0,76,412,,,,
2016-03-10,50,3,72,416,,,,
2016-03-11,55,1,97,419,,,,
2016-03-12,65,0,128,411,,,,
2016-03-13,65,1,122,412,,,,
2016-03-14,27,0,41,415,,,,
2016-03-15,44,1,82,416,,,,
2016-03-16,42,2,88,417,,,,
2016-03-17,45,1,88,418,,,,
2016-03-18,61,2,92,408,,,,
2016-03-19,69,3,130,407,,,,
2016-03-20,70,3,136,412,,,,
2016-03-21,40,0,71,411,,,,
2016-03-22,49,2,81,416,,,,
2016-03-23,47,1,104,418,,,,
2016-03-24,54,2,89,415,,,,
2016-03-25,49,2,97,416,,,,
2016-03-26,67,1,110,417,,,,
2016-03-27,44,0,73,425,,,,
2016-03-28,37,2,64,423,,,,
2016-03-29,47,1,75,416,,,,
2016-03-30,39,2,56,413,,,,
2016-03-31,38,1,59,415,,,,
2016-04-01,53,0,89,417,,,,
2016-04-02,59,0,107,420,,,,
2016-04-03,80,1,131,418,,,,
2016-04-04,36,1,68,419,,,,
2016-04-05,41,1,81,423,,,,
2016-04-06,58,0,90,422,,,,
2016-04-07,68,1,116,421,,,,
2016-04-08,50,1,87,418,,,,
2016-04-09,72,0,141,416,,,,
2016-04-10,53,1,96,421,,,,
2016-04-11,34,0,51,423,,,,
2016-04-12,45,0,68,426,,,,
2016-04-13,79,1,135,424,,,,
2016-04-14,49,1,76,425,,,,
2016-04-15,56,2,92,430,,,,
2016-04-16,108,2,206,431,,,,
2016-04-17,80,1,162,428,,,,
2016-04-18,38,1,48,429,,,,
2016-04-19,40,3,71,436,,,,
2016-04-20,47,0,70,442,,,,
2016-04-21,65,0,114,451,,,,
2016-04-22,56,2,84,447,,,,
2016-04-23,60,2,112,452,,,,
2016-04-24,56,2,101,460,,,,
2016-04-25,33,1,53,460,,,,
2016-04-26,33,1,52,468,,,,
2016-04-27,53,1,89,445,,,,
2016-04-28,50,3,66,449,,,,
2016-04-29,41,2,75,457,,,,
2016-04-30,66,1,108,448,,,,
2016-05-01,63,0,114,453,,,,
2016-05-02,53,1,88,444,,,,
2016-05-03,67,0,111,450,,,,
2016-05-04,48,2,76,447,,,,
2016-05-05,53,1,107,449,,,,
2016-05-06,50,2,87,462,,,,
2016-05-07,60,2,116,459,,,,
2016-05-08,49,0,82,459,,,,
2016-05-09,34,1,54,462,,,,
2016-05-10,47,0,81,450,,,,
2016-05-11,51,1,82,452,,,,
2016-05-12,38,1,64,455,,,,
2016-05-13,39,1,60,456,,,,
2016-05-14,69,1,147,456,,,,
2016-05-15,52,2,80,458,,,,
2016-05-16,41,0,68,455,,,,
2016-05-17,35,0,59,452,,,,
2016-05-18,41,1,61,453,,,,
2016-05-19,50,1,91,441,,,,
2016-05-20,43,1,76,442,,,,
2016-05-21,51,1,98,443,,,,
2016-05-22,50,1,130,439,,,,
2016-05-23,38,2,54,443,,,,
2016-05-24,51,1,82,446,,,,
2016-05-25,40,0,68,449,,,,
2016-05-26,40,1,58,454,,,,
2016-05-27,40,1,70,474,,,,
2016-05-28,42,0,72,529,,,,
2016-05-29,54,0,101,525,,,,
2016-05-30,31,0,39,534,,,,
2016-05-31,29,0,52,531,,,,
2016-06-01,42,2,63,539,,,,
2016-06-02,39,0,54,539,,,,
2016-06-03,47,1,84,570,,,,
2016-06-04,52,3,104,574,,,,
2016-06-05,51,1,99,574,,,,
2016-06-06,33,1,50,586,,,,
2016-06-07,31,0,50,578,,,,
2016-06-08,39,0,69,583,,,,
2016-06-09,32,1,45,578,,,,
2016-06-10,29,0,49,579,,,,
2016-06-11,59,0,106,598,,,,
2016-06-12,65,0,110,672,,,,
2016-06-13,37,1,63,704,,,,
2016-06-14,28,0,41,686,,,,
2016-06-15,41,2,63,693,,,,
2016-06-16,32,0,45,765,,,,
2016-06-17,43,0,75,749,,,,
2016-06-18,32,1,61,757,,,,
2016-06-19,44,4,75,764,,,,
2016-06-20,27,0,38,734,,,,
2016-06-21,28,2,36,665,,,,
2016-06-22,33,0,44,592,,,,
2016-06-23,46,1,85,623,,,,
2016-06-24,37,0,67,661,,,,
2016-06-25,56,1,97,666,,,,
2016-06-26,42,1,62,629,,,,
2016-06-27,25,1,45,648,,,,
2016-06-28,29,0,44,647,,,,
2016-06-29,32,1,61,637,,,,
2016-06-30,45,4,74,672,,,,
2016-07-01,70,1,131,678,,,,
2016-07-02,63,2,120,693,,,,
2016-07-03,51,2,94,665,,,,
2016-07-04,41,0,66,679,,,,
2016-07-05,50,0,92,668,,,,
2016-07-06,31,1,42,676,,,,
2016-07-07,30,0,54,639,,,,
2016-07-08,38,0,61,666,,,,
2016-07-09,45,1,70,654,,,,
2016-07-10,51,0,73,650,,,,
2016-07-11,30,0,44,649,,,,
2016-07-12,35,1,66,671,,,,
2016-07-13,38,1,58,658,,,,
2016-07-14,41,1,75,660,,,,
2016-07-15,45,0,77,666,,,,
2016-07-16,73,1,123,664,,,,
2016-07-17,42,0,83,678,,,,
2016-07-18,32,2,44,675,,,,
2016-07-19,24,0,50,675,,,,
2016-07-20,25,0,34,671,,,,
2016-07-21,30,0,44,665,,,,
2016-07-22,36,0,49,651,,,,
2016-07-23,53,2,95,655,,,,
2016-07-24,42,4,72,661,,,,
2016-07-25,25,1,29,655,,,,
2016-07-26,28,1,53,651,,,,
2016-07-27,26,0,39,656,,,,
2016-07-28,28,0,55,656,,,,
2016-07-29,43,1,71,657,,,,
2016-07-30,56,2,96,655,,,,
2016-07-31,45,0,88,624,,,,
2016-08-01,43,2,67,606,,,,
2016-08-02,28,0,42,517,,,,
2016-08-03,50,0,81,567,,,,
2016-08-04,27,2,40,577,,,,
2016-08-05,31,2,49,576,,,,
2016-08-06,37,1,82,588,,,,
2016-08-07,27,1,53,593,,,,
2016-08-08,30,1,65,591,,,,
2016-08-09,34,2,63,585,,,,
2016-08-10,34,1,45,592,,,,
2016-08-11,31,1,85,588,,,,
2016-08-12,38,0,52,587,,,,
2016-08-13,53,1,93,584,,,,
2016-08-14,42,1,74,571,,,,
2016-08-15,36,0,69,568,,,,
2016-08-16,42,2,54,578,,,,
2016-08-17,32,0,54,571,,,,
2016-08-18,36,1,64,572,,,,
2016-08-19,39,5,65,573,,,,
2016-08-20,54,2,83,582,,,,
2016-08-21,55,2,114,581,,,,
2016-08-22,34,2,53,585,,,,
2016-08-23,49,2,88,582,,,,
2016-08-24,32,1,52,578,,,,
2016-08-25,39,0,59,576,,,,
2016-08-26,52,1,97,578,,,,
2016-08-27,53,1,89,569,,,,
2016-08-28,50,3,92,574,,,,
2016-08-29,22,1,37,573,,,,
2016-08-30,43,0,67,576,,,,
2016-08-31,60,0,108,572,,,,
2016-09-01,47,1,102,572,,,,
2016-09-02,56,1,88,574,,,,
2016-09-03,54,3,101,596,,,,
2016-09-04,54,1,138,609,,,,
2016-09-05,31,1,56,607,,,,
2016-09-06,32,1,68,611,,,,
2016-09-07,32,0,57,614,,,,
2016-09-08,44,0,83,625,,,,
2016-09-09,37,2,58,622,,,,
2016-09-10,60,0,111,623,,,,
2016-09-11,53,0,88,605,,,,
2016-09-12,45,3,82,606,,,,
2016-09-13,40,0,77,607,,,,
2016-09-14,43,4,72,608,,,,
2016-09-15,43,2,109,606,,,,
2016-09-16,47,0,105,607,,,,
2016-09-17,68,0,127,605,,,,
2016-09-18,36,1,72,609,,,,
2016-09-19,27,1,42,609,,,,
2016-09-20,35,3,54,608,,,,
2016-09-21,30,1,60,596,,,,
2016-09-22,27,1,51,595,,,,
2016-09-23,43,2,82,602,,,,
2016-09-24,58,0,102,601,,,,
2016-09-25,40,1,82,599,,,,
2016-09-26,34,1,57,606,,,,
2016-09-27,37,0,72,604,,,,
2016-09-28,50,3,73,604,,,,
2016-09-29,52,2,87,605,,,,
2016-09-30,51,0,81,608,,,,
2016-10-01,76,7,154,614,,,,
2016-10-02,71,7,136,610,,,,
2016-10-03,39,1,62,612,,,,
2016-10-04,36,1,84,609,,,,
2016-10-05,48,2,73,612,,,,
2016-10-06,30,2,49,611,,,,
2016-10-07,47,2,77,616,,,,
2016-10-08,96,1,154,617,,,,
2016-10-09,66,0,116,615,,,,
2016-10-10,30,1,41,614,,,,
2016-10-11,41,0,75,641,,,,
2016-10-12,40,1,70,636,,,,
2016-10-13,39,2,59,635,,,,
2016-10-14,39,1,66,638,,,,
2016-10-15,69,1,145,637,,,,
2016-10-16,75,0,148,640,,,,
2016-10-17,45,0,80,637,,,,
2016-10-18,42,0,67,635,,,,
2016-10-19,35,1,66,628,,,,
2016-10-20,43,0,73,629,,,,
2016-10-21,44,0,74,630,,,,
2016-10-22,52,1,96,652,,,,
2016-10-23,64,1,141,650,,,,
2016-10-24,45,1,89,649,,,,
2016-10-25,49,1,80,653,,,,
2016-10-26,51,0,82,673,,,,
2016-10-27,50,3,73,683,,,,
2016-10-28,51,0,81,688,,,,
2016-10-29,56,2,104,715,,,,
2016-10-30,59,5,109,697,,,,
2016-10-31,45,2,79,699,,,,
2016-11-01,30,0,51,729,,,,
2016-11-02,46,1,74,734,,,,
2016-11-03,38,2,57,686,,,,
2016-11-04,45,1,73,702,,,,
2016-11-05,64,2,115,704,,,,
2016-11-06,61,2,114,712,,,,
2016-11-07,67,1,123,706,,,,
2016-11-08,51,1,81,709,,,,
2016-11-09,40,0,68,721,,,,
2016-11-10,61,1,112,713,,,,
2016-11-11,49,1,85,716,,,,
2016-11-12,60,1,114,704,,,,
2016-11-13,63,5,114,702,,,,
2016-11-14,32,0,55,706,,,,
2016-11-15,49,1,85,712,,,,
2016-11-16,42,0,71,741,,,,
2016-11-17,41,0,62,738,,,,
2016-11-18,60,3,101,748,,,,
2016-11-19,73,3,125,750,,,,
2016-11-20,63,4,133,728,,,,
2016-11-21,45,4,57,737,,,,
2016-11-22,49,1,86,748,,,,
2016-11-23,45,0,82,741,,,,
2016-11-24,43,0,77,737,,,,
2016-11-25,52,0,87,738,,,,
2016-11-26,65,3,132,733,,,,
2016-11-27,57,3,105,728,,,,
2016-11-28,42,4,67,732,,,,
2016-11-29,38,0,80,732,,,,
2016-11-30,60,1,113,742,,,,
2016-12-01,52,2,88,753,,,,
2016-12-02,51,1,77,771,,,,
2016-12-03,65,0,138,765,,,,
2016-12-04,42,2,76,766,,,,
2016-12-05,38,1,71,752,,,,
2016-12-06,26,1,46,759,,,,
2016-12-07,36,0,71,764,,,,
2016-12-08,66,0,109,769,,,,
2016-12-09,53,0,91,770,,,,
2016-12-10,46,2,77,773,,,,
2016-12-11,46,1,85,768,,,,
